,review,rating
159309,"""I&#039;m an social drinker and after 3 months of taking Risperdal, I can&#039;t get a buzz or even drunk. Viagra doesn&#039;t work either. It&#039;s like it took the pleasure out of my system but now my libido is coming back after a couple of months. I had the doctor change my medicines. Hopefully the new ones does a better job with my pleasure. On month 2 I was zombie like but now I&#039;m almost back to normal. """,5
43450,"""I have only been on symbicort for  a few days but I already know these side effects are not for me.  I have the worst case of jitters I&#039;ve ever had and dizziness.  I also had a very very mild nose bleed, though I&#039;m not sure it was associated with the medication, I just know I haven&#039;t had a nose bleed since I was a child.  My regular doctor advised me to either go down to one puff twice or day or if I would rather to stop it all together since I have my first Pulmo appointment next week.  I have chosen to stop the drug, I can&#039;t deal with these side effects.  I can say my breathing did improve but for now I&#039;ll rely on my albuterol.  Really wish I wasn&#039;t having such scary effects!  Glad it works for most of you!""",5
155798,"""I&#039;ve had Crohn&#039;s for years and diagnosed with arthritis my doctors said Humira would be the answer. After 6mo&#039;s of taking the 40mg pen, I can&#039;t say I&#039;m feeling any better. The biggest problem is I&#039;m in more pain than ever just in different places, and I have gained 25lbs since starting Humira. My nurse ambassador says pain and weight gain are not one of the side effects so I&#039;m still taking the Humira. I&#039;d like to know if anyone else has had these two problems while taking Humira? More pain and weight gain, please let me know. 

Thank you""",5
18265,"""I use Alesse for my acne, I didn&#039;t have that bad acne but I started 3 months ago and my acne got worse since then and won&#039;t totally clear up. Some days my face is not that bad and sometimes it&#039;s bad and it bothers me since before taking this pill my acne was controllable. I think this product is not that helpful for acne, well that&#039;s just for me but I don&#039;t know about others, everyone is different and has different skin.""",5
95155,"""This medicine is very good for those who can take it. At first it worked very well for me. By the third refill I had developed a extreme allergy to this drug. First sign was extreme itching and severe sweating with dizziness. If this happens go to hospital quickly and stop taking the drug. When this started Doctors can&#039;t always determine it quickly enough as in my case. Second time wasn&#039;t as severe but by the third time when my reactions started I knew. So please don&#039;t take again if you get these reactions. But I do highly recommend this drug for those able to use it.""",5
131815,"""This drug gave me focus and energy, however it made my anxiety go worse so I had to stop it. If you don&#039;t have problem with anxiety then this drug is definitively a must. It took around 30 days to take effect.""",5
33396,"""I&#039;ve read through some of these reviews, and thought some were great, and others matched with me perfectly. I started Tri-Sprintec about a month and a half ago. After reading the reviews, I am going to make an appointment with my doctor to get switched to something else. Like many of the other women I have bad mood swings, am very emotional all of the time, and the way I have been mentally and emotionally lately is interfering with relationships. I used to be much happier, and before reading these reviews I was thinking I was becoming seriously depressed. I am also starting to shed a lot of hair - which I think is from stress and unhappiness. My personal experience on Tri-Sprintec was bad, but everyone&#039;s body reacts differently.""",5
37145,"""While it works fine it is so expensive, over $140.00 before insurance.  Insurance only took $30.00 off this cost.""",5
41959,"""Kept my schizophrenia in check but way too sedating. Gained 20 pounds in 6 months, hard to wake up in morning, going to try something else.""",5
126881,"""Beware!! This med worked well to lower bp, but I have been on 40mg for 3 years now this slowly caused problems I didn&#039;t catch on to immediately such as severe pain in feet top and bottom like planter fasciitis extremely painful to walk on. Stiffness in legs like bad arthritis pains woke up so stiff. Possibly caused depression weight gain and lack of sex drive. Fatigue. No energy also was diagnosed with under active thyroid. Also diagnosed with type 2 diabetes. Stopped taking Metformin for 2 weeks now only noticed slight improvement in foot pain. Been off of Benicar for 5 days seeing improvement each day pain in feet going away also stiffness going away I&#039;m 50 y.o female felt like 90 years old body in so much pain.""",5
118729,"""I received the Synvisc-One injection in early February in both knees. The injection was extremely painful for one knee. It&#039;s a month later, I&#039;m still in pain especially at bedtime. Lots of pain/stiffness in my calves and behind my knees. Not sure if I would receive another injection. Can surgery be worse?""",5
46282,"""I had Mirena inserted July 16, 15. I had very heavy bleeding for about 7 days after insertion. Insertion was not painful for me. Had heavy cramping the day of only. I have had some sort of bleeding ranging from a couple spots a day to very heavy for 2 months after. After my period last month I finally quit spotting all together then yesterday came along and I have a super heavy flow period out of the blue. Trying to make it to the 6 month mark but it is definitely annoying.""",5
53574,"""I have felt sick ever since I started this med as if I have 24 hour flu bug, yet it won&#039;t pass? Any suggestions? I&#039;m desperate for help I hate to quit on this since it was so costly.""",5
156555,"""I drank a 10oz bottle of lemon flavored at 6pm last night and thru the night my tummy giggled and rumbled. This morning at 6 am I went to the bathroom and at 7 am but that&#039;s it. I&#039;m disappointed in this stuff because I still feel bloated ad constipated. Any suggestions on how to help it work?""",5
107878,"""I have only been taking Ambien for 3 months or so.  I too have insomnia.  I can get to sleep but wake up and can&#039;t get back to sleep.  My experience with Ambien has been crazy.  I have had a phone conversation and made plans to go to lunch with a friend, and when she called the next day to see if we were still on, I had no memory of our conversation.  I have cooked scrambled egg/cheese breakfast at 11pm and put it away for breakfast the next day.  Last night, however, was the scariest.  I vaguely remember sweeping up hair, so I looked in the garbage this morning and was relieved to not find any hair. I passed it off as a dream.  Then I took a good look in the mirror, my bangs on the left side are now only 2&quot; long.  How embarrassing!""",5
72419,"""I am rating this drug a 5 at this point because it has neither been a good experience, nor a bad one. Today is the 7 day mark for me. My weight has not budged since day one, but it&#039;s only a week in. I&#039;m drinking a LOT more water and trying to make wise meal choices. I seem to get full with less food than before I started Belviq, but I am hungry most of the time. I am also on the brink of falling asleep all day long. I can&#039;t seem to really wake up, truly, until about 2:00 in the afternoon (&#039;I&#039;m up at 5:30 during the week).  I am hopeful based on what I&#039;ve read online about the drug, but so far for me personally - no suppression of appetite, substantial reduction in energy level and no weight loss :O(""",5
138674,"""Non cyclical breast pain, decreased sex drive, difficulty losing weight, discharge.  Definitely not the worst I&#039;ve been on but the hormonal effects it had on me were not worth staying on it.  It also did not do a lot to help my bad pms symptoms like others I have been on.""",5
11910,"""this hurt so bad i literally almost cried""",5
152756,"""Remember, hormone drugs do vary per person. A little about me so you can judge how relevant my review is: 20, 5&#039;6&quot;, 120lbs, never had regular periods before (2.5 weeks apart, other times 6 months apart), history of horrible acne, needed to take accutane for a year. Was on another birth control before with accutane (Marvelon or something like that) which caused major mood issues including diagnosed depression.

Pros: periods like clockwork, slightly bigger breasts, no pregnancy scares

&quot;Med&quot; Effects: cramping (not terrible) on day 20 of cycle, slightly moodier week before period

Cons: slight vaginal dryness, periods are starting on day 14 of packs consistently (3/3 packs in a row) so maybe I&#039;m just lucky I&#039;m not pregnant""",5
152488,"""I think it&#039;s making my symptoms worse. I went from going to the bathroom most frequently at night to all day after starting Salofalk enemas and suppositories.""",5
84526,"""I was happy with medication, as I did not have as many side effect, but on day 17 of taking it, I developed a rash on my stomach, next day chest and lower back, third day neck and face. It was the only thing I was doing differently, so I looked up its side effects. Rash was listed and could occur within 10 to 20 days. It is a Saturday, so as advised online I stopped the medication. I hope this a temporary condition, and I can begin again, or an alternative can be found.""",5
117171,"""I took two tablets at 9:30pm, by 12:30am I was in horrible pain, had stomach cramps and nausea. I was seated on the toilet with a plastic bag ready in case I vomit. I started to sweat profusely, shaking and almost passed out. I called for my husband but my voice was very faint because I did not have any strength left from the extreme pain that I am experiencing. I thought I was going to end up in the emergency room. It is a good thing I had something to lean on or I would have ended sprawled on the bathroom floor. I am going to throw away the rest of the medication. No way I will take it again.""",5
9140,"""I am now on the last week of my second pack of Tri Previfem. I started using this medicine only for birth control, and it has caused many side effects. The first few weeks I had severe headaches and since I started taking it, I have noticed weight gain, also my breasts have definitely become bigger and are always very sore. The first month of taking it my period was much heavier than usual and lasted longer. I have noticed I have been more depressed as well. However; for the purpose of birth control I haven&#039;t gotten pregnant. But I think I will be switching to a different one soon.""",5
27001,"""The positives for me were that it immediately helped with my itchy nose. However, it didn&#039;t completely get rid of it. I was taking it in the morning and at night and I felt so drugged and irritated. I really had to make myself do anything during the day. All I wanted to do was sleep. I&#039;ve gone back to just suffering through my allergies during the day, and taking Benadryl at night. I&#039;ve got two small children, so being excessively tires and cranky during the day isn&#039;t an option for me.""",5
101667,"""I have a bad bacterial infection and was prescribed clindamycin 300mg four times a day. I have taken 3 doses and after dose 2, I gained a terrible metallic taste in my mouth. Nothing tastes good. When I look this up, I only find that as a side effect for IV dosage...""",5
89255,"""I might have taken to much but  it gave me symptoms of a stroke after 7 hours  in the ER they said my levels of T4 were really high I think it was 7  as  I had been on the 90 mg day from 30mg so maybe I went up too fast""",5
156030,"""I&#039;ve been taking stimulants for ADD almost all of my life... Except for high school - man, did, I fall apart then. Parents, never take your children off these medicines if they&#039;re on them for a reason and doing well. I&#039;d continue the route. 

This medicine is alright but I do not like the &quot;come down&quot; of it at all. Makes me very irritable and angry, then extremely depressed. It does give me a burst of energy which gets me motivated to start doing things and what not - which I like, but, just the come down is brutal. I don&#039;t like methylphenidate. I want to try Adderall as I heard it is less intense. Anyways, make sure you drink a lot of water on this medication and try to eat something.""",5
101550,"""Hey all,
I am writing both as a user and a person seeking additional information on Seroquel XR. I have been on it for about three months. I have found that it eliminated the manic phase of my diagnosis, as well as anxiety. However, tapering back and forth due to side effects has made it difficult to make consistent observations and I have suffered depression and even suicidality as a result. What have others experienced on this topic? I understand bipolar disorder is a multifaceted illness and therefore should be treated from both angles. Are most of you on more than one medication in conjunction with seroquel? I understand I have also had a difficult time taking it as prescribed and this may have hindered my results. Thank you.""",5
49522,"""I&#039;ve been on contrave two and a half weeks. I never had the urge to want to work out before but since I&#039;ve started contrave I feel like working out all the time. The only side effect I have is diarrhea after eating. I haven&#039;t changed my diet and still easy when I&#039;m hungry but I don&#039;t crave all the foods I use to. I crave sweet stuff but not sugary stuff like candy. Typically fruits cure this craving. I have not lost any weight at all, but I want to say that I have lost 2 inches off my waist line. This is probably from going to the gym and gaining muscle.  I go on the 17th for my 1 month check up and can&#039;t wait to see what the doctor says. My nurse has been on it for 3 months and lost 40 pounds so I&#039;m hoping to have some good results too.""",5
35645,"""I have been using Epiduo for a week now. I have combination skin, but mostly oily and I&#039;m 17 years old. I have mild acne but I just wanted to get ride of it completely. Since I have only been using it for a week my rating is a 5. I put it on every night and my skin surprisingly has not been very very dry. It does make my sensitive skin more red though and I started to see an improvement but then it pretty much making me breakout but that&#039;s the process of cleaning out your pores so I&#039;m excited to see the results when it becomes a full month or 2 months. I recommend using this because I have high hopes for this product.""",5
20244,"""Man. It hasn&#039;t been a month &amp; my body is all out of wack. Mood swings, lack of sex drive, extreme hunger within minutes of taking the pill, headaches, dry mouth &amp; vagina! """,5
47470,"""Helps me fall asleep, but doesn&#039;t control my pain as much as I would like.""",5
5652,"""Severe Leg pain and swelling in my legs!!
Decreased sex drive
Easy application""",5
10533,"""I take 45mg of mirtazapine! It helps me fall asleep but I still wake every 1 1/2hours or so, it has helped with my depression but like other users my appetite has gone through the roof.""",5
157046,"""If you already have a lot of personality, this pill probably isn&#039;t for you. Mood switches were very common. I&#039;m talking 0 to mega alpha psychotic in oscillations. Taking it at night had a caffeine-like effect. Cramping during the beginning of my cycle was almost negligent. Appetite was ravenous then leveled off towards the end of the pack. Libido was slightly decreased as well as slight vaginal dryness.""",5
136788,"""I&#039;ve been having lower back pain since I was about eight. I&#039;m now eighteen and doctors have finally discovered I have a degenerative disc. There&#039;s nothing they can do about it, is basically what they told me. I&#039;ve now taken Tramadol twice. Though it does decrease my pain greatly, I suffer from severe migraines and nausea. I would recommend Percocet. I don&#039;t get any side effects from Percocet.""",5
61183,"""I saw my Dr for bad sinus infection. He prescribed cefdinir. I took the first one and within a short while was violently vomiting, sweating profusely, very weak. Called 911 to help get me off the floor into a chair to be wheeled to the car. Went to the emergency room. ER doc said nausea &amp; vomiting due to the serious upper respiratory infection, but I see here it may have been the cefdinir. If any of the future doses make me sick, I&#039;m going to ask for different antibiotic.""",5
113336,"""I have no side effects with reglan after 3 months of use. It works well when combined with Nexium, this combo is only med that works for my gastroesophageal reflux disease (GERD). I have tried them all and these 2 medicines reduce the GERD down by approximately 75%. I also have my bed propped up at the head by 6 inches.""",5
135310,"""I was on Stalevo for a while but had to stop it because it was making me look like I was on meth. I could not control my movements. Uncontrollable movements. """,5
78047,"""Helped me break a long-cycle of binge drinking but after 3 weeks I found the side-effects too much to deal with- constant drowsiness, fatigue, muscle pain, nausea and stomach cramps. Good luck to everyone who can make it work for them!""",5
28388,"""I have been on birth control for about 5 years but I had to switch brands due to Yaz being discontinued. I tried another brand at the beginning of the year with no luck. I&#039;ve been taking Trinessa for 2 months and I has been awful! I haven&#039;t gotten pregnant which is a good thing but the side effects are extreme. I have gained about 5 lbs and I am bloated. I have had very bad cramps; they are so bad that my back even hurts. I have always suffered from migraines and they have been controlled but within the last week they have been awful. I am going to see my gyno next week to explore some other options. """,5
123697,"""I was switched to Avapro from Micardis, two or three years ago, because of cumulative side effects from the latter, including recurring bronchitis and mineral imbalance.  Apparently cumulative side effects have occurred again.  I have now developed something like a chronic sinus infection, one doctor said my tonsils have grown back and are infected, and have suffered with recurring infections in the tear duct of my eye.  I have noticed other changes too, though I&#039;m not sure how many of these may be related to the medication, thus the &quot;5&quot; rating:  I have gradually become an unmotivated and disinterested person, a great change for me.  I hope the next hypertensive medication will have less side effects.""",5
65717,"""Im 20 year old female, So far I&#039;m only on day 3. I had diarrhea, nausea, headache, heart burn, and numb hands at night. Also bruised easier. Tastes horrible! I don&#039;t feel any relief I have 6 more days to go. :(""",5
45799,"""Amoxicillin was taking long time to clear the chest/throat infection so doctor swapped to doxycycline. Within 2 days noticeable difference infection already clearing but felt exhausted, spaced out then had quite a startling amount of blood in my stools. Was told by doctor to stop taking immediately """,5
73861,"""I&#039;m on my second implant. The first was brilliant had hardly any periods, just a tiny bit of spotting. A year ago I had my first removed after 3 attempts at finding it, it was eventually removed after a scan. My second has been completely different. After about 6 months I&#039;ve started having light periods or spotting which hasn&#039;t ceased in the last 2 months. If no improvement I may consider removal.""",5
62826,"""I was on Depo-Provera shot for 5 years straight. I came off it for a couple of months but I went back on it again. It was of great convenience because I did not have to worry about taking an oral contraception and to just remember to get the jab every 3 months. That&#039;s what lured me into getting it in the first place. I will admit that it was an excellent form of contraception as it stops you ovulating. My periods stopped completely. I didn&#039;t get spotting or anything maybe I was a lucky few but there was some side effects that my body and mind did not like. I gained a lot of weight, three stones and I had really bad mood swings when I was on it and they just were not getting any better so I decided to come off it December 2009.""",5
58793,"""Had to retreat. If it doesn&#039;t go away then I will do a Nax treatment. Nax has a different chemical in it.""",5
98124,"""I have been taking reclipsen for almost a year now and I have barely any cramps except the day before my period starts and the first day. I used to get severe cramps to the point where I was in the hospital so this definitely helped with that. I dont see a change in my mood, weight, or sex drive but I did start to breakout a little on my forehead and chin which I never use to before this pill. Currently in the process of trying to find a different type of birth control to get rid of the forehead acne""",5
149802,"""I was on it for 10 days (5 tablets a day), it did not work for me and it was expensive even with insurance.  The tablets are sweet like candy so they are easy to take.""",5
132664,"""I have issues with yeast infections and I took one pill Monday night and the second Wednesday night, every symptom went away except for the itching! I can&#039;t stand it anymore. It&#039;s now Thursday and I&#039;m still itching not as bad but still. This medication has always worked for me before and all symptoms were gone in two days... not this time. I&#039;m still itching.""",5
153542,"""Lesion on elbow, area of rough scaly skin, itchy. Doctor didn&#039;t know what it was, but had lesion surgically removed. It returned even bigger, about 20mm diameter. Saw specialist who did biopsy. Non malignant. Treated with Solaraze. Lesion changed to open sore. Stopped treatment until sore healed. Used Paw paw ointment to soften it. That worked. Resumed Solaraze. Other smaller lesions have appeared close by. Will see specialist soon for assessment.""",5
50634,"""Im only on my third day and feel like giving up! I cant sleep. Feel more miserable then ever and sometimes feel like i dont control my body. Plus this sickness feeling is awful.""",5
30105,"""My pharmacy switched me over to this from Ortho Tri Cyclen Lo, and this is the worst thing I have ever taken. At first I was experiencing spotting immediately after being an hour late of taking my pill. It was so bad the first month I spotted for a week and then got my period the next with horrible cramps and headaches. I have been on it for 3 months now and I have spotted every month.  This month I got my period for two days over a week before I was supposed to. In addition to this, I have been experiencing crazy anger &amp; mood swings for the first time. To the point where I got mad at my boyfriend for trying to plan a vacation with me and then cried immediately afterwards. I have also had some pain in my ovaries and broke out more than ever.""",5
95196,"""Good for generalized anxiety disorder but side effects were bad.""",5
45954,"""Well, somehow married I got the clap too. I&#039;m assuming it&#039;s from a threesome my husband and I had a couple months back, but who can be sure? Anyways, my doctor called me tonight and told me I have bv (bacterial vaginitis) and the clap. They prescribed me the 2 pills of azithromycin...
Well let me tell ya it&#039;s not a walk in the park. The first hour or 2 was fine. Did some shopping...
Then as the 3rd hour approached I was gaggin in my garbage can ready to throw up. It&#039;s now 4am and I&#039;ve been trying to sleep since 10pm, maybe an hour so far I&#039;ve actually gotten. Currently on the toilet, still naseaous as all hell. I didn&#039;t eat before it, nor did I drink. And I&#039;m paying for it....


Eat and drink before you take these meds.
""",5
151837,"""I&#039;m about 50/50 on this BC. I started it about 4 months ago, of course from a recommendation by my doctor. Unlike most people, I haven&#039;t had breakouts (in fact, my skins been quite clear) amd I havent gained weight. It&#039;s helped with all mood swings I had prior to taking the pill and it hasn&#039;t altered my sex drive. The only problem I have with it is that my periods are about two to three times longer as they were. I used to have 5 day long periods; they were heavy and irregular with patterns. Sometimes I&#039;d have them every two months, sometimes every two weeks. Now they&#039;re once every month, but last 10 to 15 days... its very, very light, but its still annoying. But then again it&#039;s different for everyone.""",5
76707,"""I use ultram/Tramadol 50 mg for breakthrough pain usually. Normally in that capacity they work okay. Prefer them to having to use a second opioid that makes me drowsy or more constipated. Right now it has become my only pain med, and taking max dose of 150/8 hrs is a joke. If you have real pain long term I find a common opinion among chronic pain sufferers that this is true.""",5
126667,"""I have been on this medication for over three months for moderate acne. It got rid of most of the acne but the first two weeks were almost unbearably painful. After three months, I didn&#039;t give up yet, but I still get big red and under the skin pimples that are super noticeable along with whiteheads. My skin is covered in acne scars that faded slightly from the exfoliation of epiduo but my skins texture is hideous, it is dry and crusty, and on top of the extreme dryness, it is oily! This medication is very hard to deal with and as soon as I stop using it I know I&#039;ll break out again. I think epiduo will work wonderfully on foreheads but all over the face completely killed my skin. I hate my skin only slightly less now :/""",5
13603,"""The medication worked well to prevent migraines. However after one month of use I developed joint pain/swelling and a rash. It was determined I had drug induced lupus and the medication was discontinued.""",5
134921,"""I&#039;m being treated for negative symptoms. It doesn&#039;t really help with motivation but I can think clearly. What I don&#039;t like is the sexual side effects and sleeping more and weakness. """,5
99439,"""I started taking this and after a few weeks my Rosacea was clearer but had to stop because of UNBEARABLE joint pain. Doctor put me on a lower dose of doxycycline and so far so good.""",5
60689,"""Not really a wonder medicine.  Been on this 200 mcg powder for nearly 3 months and the Pharmacist told me it&#039;s a type of steroid that takes 3-4 months to work.  The Pharmacist also said that once it kicks in, I won&#039;t need to use my rescue inhaler (Ventolin) anymore.  Well, it&#039;s been a solid 3 months, and all I can say is that it&#039;s not doing anything to me at all.  No side effects, but no notice of change in my breathing at all either.  I still need my inhaler 3-4 times per day.  So I am not knocking this drug, but in my experience, it&#039;s HIGHLY overrated by Pharmacists.  Had asthma for over 40 years, and this is not the &quot;end all be all&quot; drug for me.  Oh well, thank goodness for my Ventolin!  :-)  I will update again in 3 more months.""",5
110697,"""I have been so moody while on this! I bled the whole first month (which I let slide because my body is getting used to the hormones). But I can&#039;t get over feeling exhausted and depressed all the time. I&#039;m switching to another kind today.""",5
111896,"""I have been on it for about two weeks. It has not quite kicked in really but I thought I&#039;d review my experience thus far. I haven&#039;t really had any bad side effects as of yet, and I don&#039;t have any trouble sleeping on it either. I&#039;ve gotten some comments that I am more outgoing and talkative but I haven&#039;t noticed it so apparently it may be helping my anxiety some as well. At one month appt to review with my doctor I will probably have my dosage upped as it has had no effect so far on my depression. They started me at a low dosage tho bc my genetics test says that my body reacts to 10mg how a normal person would react to 20mg so they started me on 10mg. Hopefully it will have more of an effect when they up the dosage.""",5
154579,"""My OBGYN switched me to this pill in hopes to reduce my menstrual migraines I suffer with every month.  While I have not had any migraines, I have been bleeding for 3 weeks straight, have a horrible outbreak of acne and very bad nausea since starting this medication two months ago.  At this point I think I&#039;d rather live with the monthly migraine than be bleeding all the time and look like like I have chicken pox on my face.""",5
112430,"""I&#039;ve previously used other pills, patch, and the ring. 
My periods usually lasted only 4 days, however with this pill I am bleeding a lot longer.
I&#039;ve started spotting and took my first pill, little did I know I would be spotting for 4 days!! Today is my 4th day on my period and it looks way too heavy. No mood swings, no weight gain, skin clear (no difference) I&#039;m only taking this for contraceptive purpose. I am in a new relationship, and I&#039;m very worried how long this blood flow might last.""",5
117228,"""I was prescribed topical ointment for my nostrils for an upcoming surgery. I&#039;ve encountered a headache ever since I started using it. My surgeon prescribed it for an upcoming surgery.""",5
92612,"""I can&#039;t stop eating. This pill caused some pretty annoying side affects. Cramps, bloating, agitations, fatigue, the worst mood swings the first week after taking it, and bleeding dark blood. I&#039;m wondering if my whole menstrual cycle started over. I&#039;ll have to see on the 27th. I can honestly say I hope these hormones get out of my system fast before I gain more weight from these uncontrollable food binges. I look different. I guess it&#039;s better than an unplanned pregnancy right? Still, I wonder how long this pill and it&#039;s tracks will be in my body. I liked my hormonal balance before the pill. Does anyone know?""",5
16199,"""Got it prescribed to try and stop particularly heavy and long lasting periods. I also suffer from breast pain. The Mirena has stopped my period, which is a good thing, however I still get the severe breast pains and moodiness associated with pre-menstrual time, and have completely lost any sex drive. Also feeling ravenous and putting on weight (two dress sizes in a year).""",5
140397,"""I started remicade in 2010 and stopped remicade in 2016, almost seven years it worked absolute wonders for me. Amazing for my  Juvenile idiopathic arthritis (JIA), my arthritis started when I was a baby and I am now 25 year old female. Within the first year I developed psoriasis, who cares right? I can walk, I can actually bend my knees, zero pain. I started doing UVB light therapy and my psoriasis has not been back. 2016 I developed what I first thought was heat rash. Turned out after months and months of pain, swelling, terrible rash all over my legs that I had developed hypersensitivity leukocytoclastic vasculitis. A listed rare, severe side effect which immediately had my doctor taking me off of remicade. Giving remicade a 5 because it worked for me but couldn&#039;t continue.""",5
160077,"""So I&#039;m on my second week with Mirena. I&#039;m 26 and have never had a child, so insertion was horrible. I consider myself to have a pretty high pain tolerance, but this sent me for a loop. I got dizzy and clammy and almost passed out. Thankfully my best friend was with me and was able to talk me through it and drive my ass around for the day. The after cramps weren&#039;t unbearable, but still very uncomfortable. I only spotted for a few days afterwards. Last week was a breeze. I had no problems at all. Last night I started feeling cramping, like I was dreaming and could feel them in my dreams. I woke up this morning and the cramps were super intense. I got to work and too about 1,000 mg of ibuprofen because they were bad.""",5
10491,"""I had Kyleena inserted two days before my period. I&#039;m not going to sugar coat my experience. The insertion was the most painful thing I&#039;ve ever had to go through. My doctor told me I would feel some slight cramping, but instead I had the worst cramps I&#039;ve ever experienced. I also almost passed out during the procedure because the pain was so bad. I ended up hanging out in the room for a few minutes before I could even move around. For the rest of the day, I had very bad cramps. The second day was a little better. On the third day, I got my period and also had very bad cramps. At one point I was driving and had to pull over because I was in so much discomfort. My period then lasted for 12 days. I had mild cramping and moderate back aches.""",5
20023,"""I am 22 years old and I got the skyla 2 months after I had my baby 1/28/2016. It is now 7/17/2016 and I&#039;m starting finger dissatisfied. So for the first 4 months I was literally bleeding everyday. And it wasnt just light bleeding it was excessive bleeding. I had to wear 2 big overnight pads and a ultra tampon. And I was changing it alost every 2-3 hours. I never knew when my period was in because I was bleeding everyday. So the beginning of June I stopped bleeding for 2 weeks but I started back 6/18/2016 and I&#039;ve been bleeding since then. I often get the big clots of blood. I brought it to my doctors attention and she said because of so much blood loss my iron is low. I now have to take iron pills. I will be getting it removed.""",5
5029,"""Have very frequent Premature ventricular contractions (PVCs), heart testing said my heart is fine. Put me on metoprolol succinate ER. Been taking for a year now &amp; PVCs are still as often as they were. I see/feel no improvement. Taking at night &amp; valsartan in a.m experiencing BP drops. My BP is very high in the morning, like 167/110, before I take my daily dosage of valsartan. Within 2 hours of taking it my BP hasn&#039;t improved, then at about 5 hours after I take my BP med my BP plummets to like 71/54, sometimes lower. I fall asleep without even realizing it when it happens &amp; sleep for about half hour. BP readings, about 4 times daily, shows PVCs at all times with an infrequent no PVC  reading. Not convinced this med is doing anything for me.""",5
45747,"""Diovan HCT 160/12.5 - took for over 8 years.  Blood pressure was controlled...however, did not realize that daily headaches, hair thinning, up and down blood sugar, weight gain, muscle aches, etc. were side effects.  Stopped taking and all symptoms started to go away.""",5
130124,"""I never had cysts, just mild breakouts and comedonal acne on my forehead and BARELY on my cheeks or on my chin. I can&#039;t believe how much I took my skin for granted. I asked my pediatrician for a medication to help my skin before freshman year. Wow. My doctor gave me epiduo and by 8 weeks I knew epiduo wasn&#039;t working for me. I had cystic acne on my cheeks, which I&#039;ve literally never had before in my life. it wasn&#039;t something I&#039;ve ever been used to. My right cheek, which used to be the worst, it literally completely cleared after this 12 weeks, BUT I paid the price. my purge period was 5 times worse than everyone else&#039;s, and much longer. I had about 7-9 cysts on my freaking cheek at a time. Try it out. I have much clearer skin but I paid for it""",5
5930,"""I am on a two week trial. I have been on the medication for 5 days.  I have noticed that soda taste disgusting. Which is a good thing for me. I don&#039;t feel or look as bloated. I have not lost any weight as of yet. I hope that comes soon. I do notice that I am more thirsty and not as hungry. I try to eat at least three times a day so that I don&#039;t &quot;binge&quot;. I have noticed that I am more constipated than normal even with drinking more water. I hope to see weight loss soon. I have been &quot;obese&quot; for some time and very unhappy with myself. This puts a huge wedge into my married life. I also would love to loose weight to take the pressure off my knee, my back, and to reduce my asthma some. I hope this medicine is the key to a new life for me.""",5
61589,"""I started taking this medication  5 days ago. It&#039;s 1248 am, I&#039;ve been up now for an hour, sick to my stomach. I&#039;m having a hard time when I try to lay down, my throat feels like it&#039;s swelling, unable to sleep. AND actually woke up by throwing up. And plus I&#039;m still having a terrible  muscle spasm in right lower back""",5
112431,"""I took this antibiotic for a bronchial infection. I did get rid of the infection. But while on it, I had horrible nightmares (the gory kind you can&#039;t talk about); was jittery, moody and the tendonitis in my shoulder came back. I also have MS with mild symptoms. Problem is, now that I&#039;m off of it I feel &quot;fluish&quot;, my neck hurts, shoulder hurts, I&#039;ve had horrible spasms in my legs and feet and not the kind that you get with MS. I was prescribed this because I can not take any of the &quot;clillans&quot; or erythamicin(sp) of a Z Pac. I have no idea when this is going to end. I would not recommend this to anyone. And don&#039;t get me started with the back pain.""",5
116817,"""I will be starting my third month on Nuva Ring tomorrow. I&#039;m not in love with this birth control and might discontinue. The first month was great, no symptoms at all. On the third week I took the ring out as directed and started my period the next day. This second month hasn&#039;t been so great. I pretty much began having pregnancy symptoms. I have nausea, I vomited once, and tender breasts. I just feel slightly sick and have been for the last 2 1/2 weeks. This week I am off the ring and I was supposed to put a ring in tomorrow but had to go to the doctor to get a pregnancy test because I have completely missed my period. I&#039;m not thank goodness, but these side effects have been getting worse.I have been getting headaches and I am moody brat lately. Not good""",5
79579,"""I am a 21 year old female and I used nuvaring for 2 months but it was affecting my moods (making me really depressed and unmotivated) and I couldn&#039;t take it anymore. I tried it again a few months later hoping it would be different but I spotted for the whole month, I got acne, and my moods took a dip again. I had it for a month but have since switched to Skyla""",5
80525,"""I got this for my 5 year old daughter, who has high functioning autism. This medication was a godsend in terms of making her focus and follow directions, but sadly, we had to stop giving it to her because it made her terrified of everything. She became very paranoid and things she used to love suddenly scared her (example, blowing bubbles became scary!) She became jumpy and had nightmares. We tried to work with this medication for over a year, no luck. 

She&#039;s is 7 years old now, and we finally took her off of it. After being off of it for a little over a week, she is no longer scared and paranoid about everything. She is back to being unfocused and not following directions, but I would rather have her unfocused than terrified of everything""",5
2135,"""It has worked great for preventing pregnancy, but has it&#039;s downfalls. It has increased my migraines greatly and also has lowered my sex drive. I have also noticed since taking it I have been less happy and occasionally a lot more moody.""",5
